id,outcode,lat,lng
2489,SP6,50.941479,-1.81619
2490,SP7,51.001619,-2.157452
2491,SP8,51.033047,-2.302714
2492,SP9,51.228422,-1.66329
2493,SR1,54.909048,-1.388008
2494,SR2,54.887,-1.376
2495,SR3,54.877,-1.415
2496,SR4,54.899475,-1.446549
2497,SR5,54.919723,-1.43585
2498,SR6,54.935,-1.378
2499,SR7,54.83,-1.362
2500,SR8,54.770904,-1.340001
2501,SR9,54.902,-1.374
2502,SS0,51.549178,0.687521
2503,SS1,51.535534,0.736419
2504,SS11,51.621574,0.550868
2505,SS12,51.60066,0.522662
2506,SS13,51.576372,0.501405
2507,SS14,51.577722,0.472011
2508,SS15,51.581856,0.427985
2509,SS16,51.557648,0.448607
2510,SS17,51.518807,0.450799
2511,SS2,51.55,0.717
2512,SS22,51.55698,0.706823
2513,SS3,51.56462,0.839234
2514,SS4,51.59704,0.736235
2515,SS5,51.609922,0.645703
2516,SS6,51.592299,0.600563
2517,SS7,51.563613,0.584411
2518,SS8,51.524085,0.578456
2519,SS9,51.556691,0.65052
2520,SS99,51.561368,0.608499
2521,ST1,53.026,-2.172
2522,ST10,52.989,-1.963
2523,ST11,52.967,-2.065
2524,ST12,52.948,-2.171
2525,ST13,53.101,-2.018
2526,ST14,52.903,-1.868
2527,ST15,52.9,-2.148
2528,ST16,52.812198,-2.120189
2529,ST17,52.789,-2.099
2530,ST18,52.823328,-2.084043
2531,ST19,52.713,-2.147
2532,ST2,53.032286,-2.138479
2533,ST20,52.798,-2.263
2534,ST21,52.868,-2.259
2535,ST3,52.981,-2.122
2536,ST4,52.995,-2.183
2537,ST5,53.015,-2.237
2538,ST55,53.014751,-2.241151
2539,ST6,53.063857,-2.186154
2540,ST7,53.078282,-2.271495
2541,ST8,53.115,-2.167
2542,ST9,53.05,-2.099
2543,SW1,51.499157,-0.143114
2544,SW10,51.48268,-0.183435
2545,SW11,51.464978,-0.167151
2546,SW12,51.445306,-0.14795
2547,SW13,51.47666,-0.246613
2548,SW14,51.464135,-0.26565
2549,SW15,51.449091,-0.232384
2550,SW16,51.420395,-0.128057
2551,SW17,51.430842,-0.169857
2552,SW18,51.451808,-0.192757
2553,SW19,51.425525,-0.207992
2554,SW1A,51.503,-0.132
2555,SW1E,51.497,-0.138
2556,SW1H,51.498,-0.133
2557,SW1P,51.495,-0.132
2558,SW1V,51.489961,-0.138635
2559,SW1W,51.493,-0.147
2560,SW1X,51.497822,-0.150433
2561,SW1Y,51.503766,-0.132119
2562,SW2,51.449274,-0.1208
2563,SW20,51.408434,-0.229908
2564,SW3,51.491239,-0.16875
2565,SW4,51.462388,-0.142168
2566,SW5,51.489898,-0.191566
2567,SW6,51.476085,-0.204714
2568,SW7,51.495825,-0.175435
2569,SW8,51.476829,-0.13196
2570,SW9,51.476821,-0.137907
2571,SW99,51.472256,-0.115797
2572,SY1,52.725146,-2.734015
2573,SY10,52.836,-3.121
2574,SY11,52.867,-3.029
2575,SY12,52.903,-2.893
2576,SY13,52.952,-2.689
2577,SY14,53.03,-2.763
2578,SY15,52.555,-3.13
2579,SY16,52.52,-3.311
2580,SY17,52.517,-3.465
2581,SY18,52.441,-3.548
2582,SY19,52.574,-3.611
2583,SY2,52.704859,-2.731902
2584,SY20,52.620649,-3.80273
2585,SY21,52.659459,-3.271261
2586,SY22,52.756,-3.186
2587,SY23,52.381,-4.051
2588,SY24,52.47,-4.023
2589,SY25,52.238,-3.936
2590,SY3,52.699,-2.77
2591,SY4,52.800763,-2.776799
2592,SY5,52.653,-2.827
2593,SY6,52.539,-2.79
2594,SY7,52.425,-2.887
2595,SY8,52.368745,-2.706694
2596,SY9,52.498,-2.986
2597,TA1,51.077473,-3.191758
2598,TA10,51.037853,-2.81022
2599,TA11,51.06404,-2.677707
2600,TA12,50.975285,-2.788078
2601,TA13,50.943378,-2.816946
2602,TA14,50.944638,-2.747407
2603,TA15,50.949742,-2.722715
2604,TA16,50.901505,-2.792703
2605,TA17,50.895254,-2.848508
2606,TA18,50.879725,-2.787386
2607,TA19,50.924904,-2.917357
2608,TA2,51.045461,-3.096421
2609,TA20,50.880911,-2.98087
2610,TA21,50.968003,-3.271349
2611,TA22,51.052786,-3.558382
2612,TA23,51.136559,-3.387598
2613,TA24,51.165908,-3.590516
2614,TA3,50.972569,-3.024357
2615,TA4,51.08295,-3.305546
2616,TA5,51.138035,-3.121452
2617,TA6,51.130154,-3.017754
2618,TA7,51.121597,-2.904363
2619,TA8,51.273932,-2.995332
2620,TA9,51.226433,-2.936152
2621,TD1,55.658105,-2.818431
2622,TD10,55.71086,-2.457745
2623,TD11,55.788,-2.316
2624,TD12,55.653,-2.239
2625,TD13,55.93,-2.37
2626,TD14,55.868,-2.124
2627,TD15,55.747,-2.012
2628,TD2,55.733,-2.753
2629,TD3,55.7,-2.572
2630,TD4,55.642,-2.671
2631,TD5,55.587,-2.416
2632,TD6,55.583,-2.694
2633,TD7,55.537,-2.871
2634,TD8,55.475,-2.541
2635,TD9,55.397,-2.776
2636,TF1,52.70311,-2.494334
2637,TF10,52.769,-2.385
2638,TF11,52.663,-2.36
2639,TF12,52.612,-2.48
2640,TF13,52.578,-2.582
2641,TF2,52.70987,-2.431688
2642,TF3,52.667581,-2.445387
2643,TF4,52.661,-2.467
2644,TF5,52.715,-2.536
2645,TF6,52.735,-2.554
2646,TF7,52.636,-2.449
2647,TF8,52.63,-2.479
2648,TF9,52.897,-2.469
2649,TN1,51.140576,0.272052
2650,TN10,51.21,0.286
2651,TN11,51.200041,0.256171
2652,TN12,51.172,0.44
2653,TN13,51.27877,0.176316
2654,TN14,51.285971,0.145143
2655,TN15,51.29566,0.28018
2656,TN16,51.284127,0.064056
2657,TN17,51.096,0.538
2658,TN18,51.043,0.526
2659,TN19,51.002,0.408
2660,TN2,51.138,0.287
2661,TN20,51.026,0.256
2662,TN21,50.954724,0.292641
2663,TN22,50.981,0.101
2664,TN23,51.134456,0.840505
2665,TN24,51.15,0.887
2666,TN25,51.144506,0.92453
2667,TN26,51.1,0.806
2668,TN27,51.166,0.707
2669,TN28,50.982,0.953
2670,TN29,50.993,0.934
2671,TN3,51.116554,0.269025
2672,TN30,51.062,0.698
2673,TN31,50.963,0.687
2674,TN32,50.98,0.49
2675,TN33,50.91,0.477
2676,TN34,50.868945,0.577482
2677,TN35,50.891027,0.623811
2678,TN36,50.921,0.702
2679,TN37,50.871,0.558
2680,TN38,50.863,0.546
2681,TN39,50.846,0.455
2682,TN4,51.14847,0.256846
2683,TN40,50.844,0.484
2684,TN5,51.084277,0.370923
2685,TN6,51.053976,0.201045
2686,TN7,51.092,0.109
2687,TN8,51.184684,0.101744
2688,TN9,51.19286,0.271046
2689,TQ1,50.485191,-3.520637
2690,TQ10,50.420682,-3.776643
2691,TQ11,50.470607,-3.77014
2692,TQ12,50.520515,-3.63229
2693,TQ13,50.581556,-3.71983
2694,TQ14,50.551994,-3.524933
2695,TQ2,50.475519,-3.5489
2696,TQ3,50.454328,-3.587091
2697,TQ4,50.41855,-3.583991
2698,TQ5,50.389286,-3.53887
2699,TQ6,50.345628,-3.592785
2700,TQ7,50.286778,-3.78466
2701,TQ8,50.252558,-3.757062
2702,TQ9,50.392831,-3.712052
2703,TR1,50.260052,-5.055824
2704,TR10,50.166,-5.118
2705,TR11,50.149,-5.086
2706,TR12,50.043,-5.179
2707,TR13,50.109,-5.285
2708,TR14,50.201612,-5.308918
2709,TR15,50.229842,-5.244422
2710,TR16,50.223377,-5.227255
2711,TR17,50.125,-5.468
2712,TR18,50.117,-5.541
2713,TR19,50.1,-5.627
2714,TR2,50.253,-4.952
2715,TR20,50.131,-5.488
2716,TR21,49.93,-6.256
2717,TR22,49.892,-6.344
2718,TR23,49.953,-6.352
2719,TR24,49.955,-6.334
2720,TR25,49.964,-6.293
2721,TR26,50.196434,-5.512294
2722,TR27,50.182,-5.403
2723,TR3,50.217,-5.109
2724,TR4,50.283,-5.136
2725,TR5,50.290981,-5.136791
2726,TR6,50.342,-5.152
2727,TR7,50.413,-5.074
2728,TR8,50.399,-5.037
2729,TR9,50.424291,-4.979132
2730,TR93,50.129387,-5.50275
2731,TS1,54.57292,-1.20781
2732,TS10,54.604329,-1.08952
2733,TS11,54.582606,-1.040474
2734,TS12,54.545431,-0.959089
2735,TS13,54.535073,-0.852002
2736,TS14,54.535735,-1.070891
2737,TS15,54.499741,-1.337208
2738,TS16,54.532609,-1.368652
2739,TS17,54.5379,-1.299533
2740,TS18,54.557901,-1.317546
2741,TS19,54.577304,-1.341203
2742,TS2,54.596623,-1.214093
2743,TS20,54.58783,-1.317699
2744,TS21,54.614718,-1.41958
2745,TS22,54.619834,-1.311386
2746,TS23,54.602677,-1.280475
2747,TS24,54.69659,-1.215634
2748,TS25,54.655496,-1.213076
2749,TS26,54.691,-1.235713
2750,TS27,54.705481,-1.292716
2751,TS28,54.705383,-1.37298
2752,TS29,54.711002,-1.417388
2753,TS3,54.562454,-1.208372
2754,TS4,54.557342,-1.222498
2755,TS5,54.55159,-1.249348
2756,TS6,54.571203,-1.147308
2757,TS7,54.526472,-1.18373
2758,TS8,54.515108,-1.240532
2759,TS9,54.426502,-1.172898
2760,TW1,51.44756,-0.322264
2761,TW10,51.44636,-0.29559
2762,TW11,51.425216,-0.329991
2763,TW12,51.421891,-0.366823
2764,TW13,51.438166,-0.403068
2765,TW14,51.45444,-0.426084
2766,TW15,51.430089,-0.458232
2767,TW16,51.41184,-0.410919
2768,TW17,51.396616,-0.451069
2769,TW18,51.419382,-0.505518
2770,TW19,51.452814,-0.5149
2771,TW2,51.444861,-0.356801
2772,TW20,51.421703,-0.556943
2773,TW3,51.468471,-0.367379
2774,TW4,51.461794,-0.385885
2775,TW5,51.482203,-0.385231
2776,TW6,51.466863,-0.426508
2777,TW7,51.474465,-0.336552
2778,TW8,51.487677,-0.304979
2779,TW9,51.472596,-0.293654
2780,UB1,51.519643,-0.369392
2781,UB10,51.548367,-0.454176
2782,UB11,51.520629,-0.461992
2783,UB18,51.500719,-0.402684
2784,UB2,51.498664,-0.377369
2785,UB3,51.501096,-0.425323
2786,UB4,51.521502,-0.411092
2787,UB5,51.543349,-0.378766
2788,UB6,51.538147,-0.338734
2789,UB7,51.507421,-0.473156
2790,UB8,51.544162,-0.481698
2791,UB9,51.577804,-0.484545
2792,W1,51.513606,-0.149799
2793,W10,51.521386,-0.104418
2794,W11,51.512853,-0.206423
2795,W12,51.5082,-0.233605
2796,W13,51.513,-0.32
2797,W14,51.495113,-0.21146
2798,W1A,51.51756,-0.141696
2799,W1B,51.514,-0.139
2800,W1C,51.514,-0.148
2801,W1D,51.513618,-0.135815
2802,W1F,51.513,-0.135
2803,W1G,51.519,-0.147
2804,W1H,51.517,-0.159
2805,W1J,51.507,-0.143
2806,W1K,51.510323,-0.146115
2807,W1M,51.518,-0.149
2808,W1S,51.512298,-0.14097
2809,W1T,51.520184,-0.136582
2810,W1U,51.518197,-0.152755
2811,W1W,51.519518,-0.142444
2812,W2,51.514879,-0.179972
2813,W3,51.512054,-0.265367
2814,W4,51.488439,-0.264433
2815,W5,51.51331,-0.301519
2816,W6,51.492458,-0.229095
2817,W7,51.510602,-0.335402
2818,W8,51.501048,-0.193827
2819,W9,51.52799,-0.191827
2820,WA1,53.394843,-2.558947
2821,WA10,53.45286,-2.766968
2885,WA11,53.490604,-2.727756
2886,WA12,53.459692,-2.631764
2887,WA13,53.387454,-2.462552
2888,WA14,53.378034,-2.379418
2889,WA15,53.378512,-2.314201
2890,WA16,53.291413,-2.390396
2878,WA2,53.421834,-2.578832
2879,WA3,53.447088,-2.541988
2880,WA4,53.340618,-2.582237
2881,WA5,53.412261,-2.647757
2882,WA55,53.401776,-2.619046
2883,WA6,53.273352,-2.720355
2884,WA7,53.33,-2.703
2860,WA8,53.372,-2.741
2861,WA88,53.367973,-2.768674
2863,WA9,53.435282,-2.721742
2864,WC1,51.524142,-0.123356
2865,WC1A,51.517,-0.125
2866,WC1B,51.520195,-0.125547
2867,WC1E,51.520851,-0.129968
2868,WC1H,51.524,-0.126
2869,WC1N,51.522,-0.12
2870,WC1R,51.519,-0.116
2871,WC1V,51.517,-0.118
2873,WC1X,51.525,-0.116
2874,WC2,51.51232,-0.121123
2875,WC2A,51.516,-0.115
2876,WC2B,51.51429,-0.119649
2877,WC2E,51.512,-0.123
2891,WC2H,51.512967,-0.127731
2892,WC2N,51.51,-0.125
2893,WC2R,51.512,-0.119
2894,WD1,51.647,-0.4
2895,WD17,51.666924,-0.407119
2896,WD18,51.648432,-0.416469
2897,WD19,51.632738,-0.396302
2898,WD2,51.667,-0.377
2899,WD23,51.648623,-0.374173
2900,WD24,51.666882,-0.40034
2901,WD25,51.681413,-0.377201
2902,WD3,51.65076,-0.485968
2903,WD4,51.708212,-0.46302
2904,WD5,51.710348,-0.419762
2905,WD6,51.658067,-0.286915
2906,WD7,51.688283,-0.297517
2907,WF1,53.686549,-1.473713
2908,WF10,53.733251,-1.351402
2909,WF11,53.71623,-1.248052
2910,WF12,53.682481,-1.62991
2911,WF13,53.682269,-1.648378
2912,WF14,53.681715,-1.685035
2913,WF15,53.705902,-1.705277
2914,WF16,53.71178,-1.669896
2915,WF17,53.722982,-1.637433
2916,WF2,53.673197,-1.500612
2917,WF3,53.714088,-1.521381
2918,WF4,53.640904,-1.516769
2919,WF5,53.681704,-1.569953
2920,WF6,53.703467,-1.419597
2921,WF7,53.668369,-1.361043
2922,WF8,53.662992,-1.270635
2923,WF9,53.610508,-1.314208
2924,WN1,53.573918,-2.630737
2925,WN2,53.537,-2.582
2926,WN3,53.529,-2.645
2927,WN4,53.495,-2.643
2928,WN5,53.522385,-2.682309
2929,WN6,53.574,-2.669
2930,WN7,53.498847,-2.52264
2931,WN8,53.559421,-2.773847
2932,WR1,52.199959,-2.207516
2933,WR10,52.112812,-2.051009
2934,WR11,52.095021,-1.914364
2935,WR12,52.048252,-1.883911
2936,WR13,52.083914,-2.337141
2937,WR14,52.099427,-2.323878
2938,WR15,52.291102,-2.542799
2939,WR2,52.190878,-2.243496
2940,WR3,52.221467,-2.194111
2941,WR4,52.204644,-2.189375
2942,WR5,52.166284,-2.188162
2943,WR6,52.21976,-2.350779
2944,WR7,52.184112,-2.066454
2945,WR78,52.197683,-2.223496
2946,WR8,52.11906,-2.203122
2947,WR9,52.272714,-2.154912
2948,WR99,52.201033,-2.214399
2949,WS1,52.576095,-1.978659
2950,WS10,52.560534,-2.015539
2951,WS11,52.686139,-2.024951
2952,WS12,52.717575,-1.997868
2953,WS13,52.704528,-1.807525
2954,WS14,52.646531,-1.819554
2955,WS15,52.765303,-1.911238
2956,WS2,52.589623,-2.008549
2957,WS3,52.622193,-1.995959
2958,WS4,52.606083,-1.958457
2959,WS5,52.570096,-1.958803
2960,WS6,52.653552,-2.023523
2961,WS7,52.676906,-1.877815
2962,WS8,52.625714,-1.945504
2963,WS9,52.603195,-1.913883
2964,WV1,52.585124,-2.115862
2965,WV10,52.633707,-2.10384
2966,WV11,52.620011,-2.06717
2967,WV12,52.605184,-2.042545
2968,WV13,52.583947,-2.073161
2969,WV14,52.558796,-2.078621
2970,WV15,52.508859,-2.356063
2971,WV16,52.507071,-2.487783
2972,WV2,52.577194,-2.118693
2973,WV3,52.57947,-2.156364
2974,WV4,52.566276,-2.159403
2975,WV5,52.536667,-2.247804
2976,WV6,52.58969,-2.239941
2977,WV7,52.633048,-2.270047
2978,WV8,52.634771,-2.198167
2979,WV9,52.627681,-2.149999
2980,YO1,53.958128,-1.080271
2981,YO10,53.95,-1.058
2982,YO11,54.265,-0.395
2983,YO12,54.274,-0.422
2984,YO13,54.288,-0.496
2985,YO14,54.199,-0.297
2986,YO15,54.094,-0.177
2987,YO16,54.098857,-0.234205
2988,YO17,54.136,-0.753
2989,YO18,54.258,-0.767
2990,YO19,53.91,-1.021
2991,YO21,54.477,-0.712
2992,YO22,54.437865,-0.659291
2993,YO23,53.905427,-1.151037
2994,YO24,53.945633,-1.116697
2995,YO25,54.005,-0.413
2996,YO26,54.007161,-1.22099
2997,YO30,53.986,-1.114
2998,YO31,53.969,-1.063
2999,YO32,54.011,-1.059
3000,YO41,53.970549,-0.914929
3001,YO42,53.918642,-0.786038
3002,YO43,53.85,-0.69
3003,YO51,54.082249,-1.404077
3004,YO60,54.082,-0.941
3005,YO61,54.13435,-1.220606
3006,YO62,54.242,-0.993
3007,YO7,54.224,-1.35
3008,YO8,53.781,-1.058
3009,YO90,53.9601,-1.089339
3010,YO91,53.976598,-1.070367
3011,ZE1,60.152,-1.168
3012,ZE2,60.331,-1.226
3013,ZE3,59.884,-1.302
3014,E20,51.538611,-0.016389
